"source","n","q","reps","alpha_mean","alpha_lo","alpha_hi","beta_mean","beta_lo","beta_hi","gamma_mean","gamma_lo","gamma_hi"
"pooled",74,1,100,2.31899509994803,2.02276104147652,2.55591901432579,14.4209375495581,12.3092443009769,17.3803410208796,33.4175979227631,27.3515844561475,40.3985878760626
"pooled",74,2,100,1.78608761221733,1.58527793034161,1.95322324146977,12.3508482937909,9.88125017260158,14.9808873344791,22.0926595076766,16.7284719725015,27.3333732733977
"pooled",123,0,100,3.87439024390244,3.42621951219512,4.32642276422764,22.0515895538779,18.8860876431964,25.8204820221013,85.2,73.475,94.525
"pooled",123,1,100,2.32377279335906,2.09512000970077,2.57067350093021,15.6708774789778,13.6638017433426,17.9523594018547,36.3941944415647,30.6748200379234,41.7624279084766
"pooled",123,2,100,1.78501100087925,1.63395267121252,1.93788705462631,13.0548119824621,10.4105839822299,15.5567050836136,23.3300257533653,18.1417133214083,28.5174317401299
"pooled",203,0,100,3.8771921182266,3.6326354679803,4.19593596059113,25.1321690779347,22.5000207861248,27.6842600519924,97.35,87.95,108
"pooled",203,1,100,2.31814632017655,2.18149195655035,2.48457651364603,16.7376051924814,15.1359394290245,19.0667057370356,38.7805851999783,33.9921628628097,43.1615292504058
"pooled",203,2,100,1.7800973005224,1.6886349386677,1.86878604497221,13.6565249705569,11.877201749361,16.0855368450789,24.3122340798328,20.4499112266265,28.3268364842151
"pooled",336,0,100,3.8525,3.59352678571429,4.078125,28.8432936746968,26.4919757350594,31.3324692494839,111.03,103,120
"pooled",336,1,100,2.30597753308867,2.1922028175603,2.42685180975182,17.2639674165798,15.8143573132153,18.7969476617186,39.7969234316121,36.3428013977108,43.1987664994984
"pooled",336,2,100,1.77178187116901,1.69394301096211,1.85062204421023,13.7284891759162,12.3139987607494,15.3012675474195,24.331371895232,21.3800066894858,27.7618587853264
"pooled",554,0,100,3.86736462093863,3.69390794223827,4.04111010830325,32.6084433063731,30.3361022086472,35.1025497708652,126.06,118,134
"pooled",554,1,100,2.30792339764834,2.20846700818197,2.40302079489241,17.9274136961279,16.6475494685992,18.9943733450037,41.3700496582902,38.2223682178297,44.3268110040894
"pooled",554,2,100,1.7720908421444,1.70979198523551,1.83751022517211,14.1584548624848,12.8336635448752,15.2855496820678,25.0974681061455,22.7450512828882,27.669851547117
"pooled",916,0,100,3.87314410480349,3.75109170305677,4.00109170305677,36.1158618528101,34.3778269170407,38.2678965187435,139.85,134,147
"pooled",916,1,100,2.31124829520237,2.23871819787758,2.37780282703849,18.1640792583313,17.2993822138297,18.9095166608393,41.9790568258097,40.0646976089704,43.9360943665774
"pooled",916,2,100,1.77405189178032,1.73043265032533,1.81525195016375,14.1968160189891,13.2030768175685,15.0306416668264,25.189259340022,23.362114936797,27.105967389022
"pooled",1513,0,100,3.86495703899537,3.79314276272307,3.93825181758097,39.8745532065812,38.0351094031038,41.4397738963481,154.1,148,159
"pooled",1513,1,100,2.30868992786144,2.27762468845104,2.35901546410262,18.4582583162319,17.9827999290098,19.0375968719047,42.6133366071437,41.2557107566879,43.9148409761142
"pooled",1513,2,100,1.7724340691356,1.75124291962506,1.80463497447377,14.3196132524561,13.686911061337,14.8761260596341,25.3812421779854,24.1243498394843,26.5575865435599
"pooled",2499,0,1,3.86434573829532,3.86434573829532,3.86434573829532,43.2155949052501,43.2155949052501,43.2155949052501,167,167,167
"pooled",2499,1,1,2.30797789458612,2.30797789458612,2.30797789458612,18.5401964704957,18.5401964704957,18.5401964704957,42.7903636151876,42.7903636151876,42.7903636151876
"pooled",2499,2,1,1.77199623344548,1.77199623344548,1.77199623344548,14.3085123060753,14.3085123060753,14.3085123060753,25.3546299125738,25.3546299125738,25.3546299125738
