sample_id,X,Y,lon,lat,year,win_start,win_end,cell,mb_code,mb_class,mb_year_used,mb_delta,n_obs,DI,inside
U000717,189957.34209164945,6019056.40852889,-72.4360857349201,-35.923696053372375,2021,2019,2021,19_602,60,Secondary Forest,2021,0,156,0.11482331516020529,True
U000718,191131.4217477223,6019607.044314494,-72.42288095044566,-35.91911190496945,2021,2019,2021,19_602,60,Secondary Forest,2021,0,155,0.21486155133646115,True
U000719,186929.45333461027,6024072.948053505,-72.46761552642029,-35.87758491355471,2021,2019,2021,19_602,59,Primary Forest,2021,0,146,0.21688469029218604,True
U000720,188343.26435097685,6022684.83199501,-72.45252434416379,-35.89052839139827,2021,2019,2021,19_602,59,Primary Forest,2021,0,141,0.19825502184340937,True
U000697,191264.8303746257,6015806.546344636,-72.42288095044566,-35.953358190097184,2025,2023,2025,19_602,66,Shrubland,2024,-1,171,0.2498915876092172,True
U000698,192929.8076809552,6015535.280747056,-72.4045559434199,-35.95632440376966,2025,2023,2025,19_602,66,Shrubland,2024,-1,173,0.2567086135051431,True
U000699,194766.31338270108,6020842.380322134,-72.38218865543257,-35.90913464079838,2025,2023,2025,19_602,66,Shrubland,2024,-1,176,0.1984281077900511,True
U000700,191709.1848172422,6017020.617750537,-72.41749124249691,-35.94257195856089,2025,2023,2025,19_602,66,Shrubland,2024,-1,173,0.2916620875092975,True
U000701,194464.52035933104,6016907.040913641,-72.38703939258646,-35.94445954907974,2025,2023,2025,19_602,66,Shrubland,2024,-1,172,0.15417860609272244,True
U000702,194238.64501805528,6015700.747200712,-72.39000373195827,-35.95524578061603,2025,2023,2025,19_602,66,Shrubland,2024,-1,168,0.21962871838518008,True
U000703,193993.21114076395,6019257.579075433,-72.39135115894545,-35.92315674179556,2025,2023,2025,19_602,66,Shrubland,2024,-1,173,0.2128484137503689,True
U000704,186924.2957129496,6018050.13163425,-72.47004089499723,-35.9317857270246,2025,2023,2025,19_602,60,Secondary Forest,2024,-1,172,0.24591196069046709,True
U000705,190974.7947929901,6019212.040661924,-72.42476734822772,-35.92261743021874,2025,2023,2025,19_602,60,Secondary Forest,2024,-1,182,0.13682390638776046,True
U000706,191342.1646481522,6020543.254397899,-72.42018609647128,-35.91075257552882,2025,2023,2025,19_602,60,Secondary Forest,2024,-1,176,0.16475743640222565,True
U000707,186902.46064298187,6016611.103195189,-72.47084935118954,-35.944729204868146,2025,2023,2025,19_602,59,Primary Forest,2024,-1,168,0.17480984043616812,True
U000708,186703.34210784375,6022207.190272596,-72.47084935118954,-35.89430357243597,2025,2023,2025,19_602,59,Primary Forest,2024,-1,175,0.11480061879678485,True
U000733,186225.87672827416,6025178.557060909,-72.47496056024245,-35.86740986240278,2022,2020,2022,19_603,66,Shrubland,2022,0,159,0.31332578233100755,True
U000734,185894.9373041501,6026934.8650107365,-72.4779282115939,-35.8514979502163,2022,2020,2022,19_603,66,Shrubland,2022,0,161,0.347870277948069,True
U000735,194942.60011520676,6027821.6015910525,-72.37756763861742,-35.8463737751054,2022,2020,2022,19_603,66,Shrubland,2022,0,171,0.162577453472691,True
U000736,194415.10966553475,6025436.149252656,-72.38431230077983,-35.867679555829675,2022,2020,2022,19_603,66,Shrubland,2022,0,178,0.21806177961905454,True
U000737,187011.9079270297,6033986.822706082,-72.46282016835013,-35.788389688324145,2022,2020,2022,19_603,66,Shrubland,2022,0,156,0.2099520081670372,True
U000738,186110.9108573781,6028410.954569375,-72.47496056024245,-35.838282972298714,2022,2020,2022,19_603,66,Shrubland,2022,0,160,0.25826561990498326,True
U000739,187205.84547076485,6030577.469431029,-72.46201080889064,-35.819134738989554,2022,2020,2022,19_603,66,Shrubland,2022,0,161,0.2475682375453233,True
U000740,185060.47843621188,6028433.480150082,-72.48656137916177,-35.83774358544493,2022,2020,2022,19_603,60,Secondary Forest,2022,0,147,0.18284013998369733,True
U000741,190566.7279308042,6028028.865675008,-72.42585941970019,-35.84313745398272,2022,2020,2022,19_603,60,Secondary Forest,2022,0,176,0.17112725803963486,True
U000742,191797.45628022903,6026333.9242372,-72.41290966834839,-35.858779672742315,2022,2020,2022,19_603,60,Secondary Forest,2022,0,175,0.4711963399477691,False
U000743,189317.78233984904,6034397.744840386,-72.43719045213302,-35.78542306062836,2022,2020,2022,19_603,59,Primary Forest,2022,0,161,0.1398871716035817,True
U000744,188757.7712096782,6029493.556504335,-72.44528404672789,-35.829383089211355,2022,2020,2022,19_603,59,Primary Forest,2022,0,159,0.14997244593950718,True
U000721,190234.30220477455,6029155.912366007,-72.42909685753814,-35.83288910376092,2026,2024,2026,19_603,66,Shrubland,2024,-2,148,0.19992011112975205,True
U000722,186036.1011327944,6034641.480814541,-72.47334184132347,-35.78218673950569,2026,2024,2026,19_603,66,Shrubland,2024,-2,142,0.24966223775767446,True
U000723,185744.2888857392,6027738.626032313,-72.47927714402638,-35.84421622769028,2026,2024,2026,19_603,66,Shrubland,2024,-2,152,0.5700778607348683,False
U000724,189313.2796996963,6029662.947435748,-72.43907895753848,-35.828034622076906,2026,2024,2026,19_603,66,Shrubland,2024,-2,150,0.2697629057028827,True
U000725,195214.8665051793,6027711.150347788,-72.37459998726597,-35.84745254881296,2026,2024,2026,19_603,66,Shrubland,2024,-2,152,0.23986966447505753,True
U000726,188867.71301948268,6027759.378039534,-72.44474447375491,-35.84502530797095,2026,2024,2026,19_603,66,Shrubland,2024,-2,152,0.17614350082068353,True
U000727,186407.5224842741,6030369.365603709,-72.470913762945,-35.82075289955089,2026,2024,2026,19_603,66,Shrubland,2024,-2,150,0.4586972122838213,False
U000728,187371.21401610316,6026597.71926152,-72.46174102240414,-35.855003964765864,2026,2024,2026,19_603,60,Secondary Forest,2024,-2,151,0.14559143248542292,True
U000729,191631.03584554145,6026208.246349141,-72.41479817375387,-35.85985844644988,2026,2024,2026,19_603,60,Secondary Forest,2024,-2,156,0.2126869264431845,True
U000730,186012.97129287577,6031853.7148381565,-72.47469077375595,-35.80726822820642,2026,2024,2026,19_603,60,Secondary Forest,2024,-2,146,0.20193444458343782,True
U000731,191057.13119000572,6027266.934323093,-72.42073347645677,-35.85014948308185,2026,2024,2026,19_603,59,Primary Forest,2024,-2,153,0.2824975982564547,True
U000732,190222.99295921935,6030174.355946448,-72.42882707105164,-35.82371952724667,2026,2024,2026,19_603,59,Primary Forest,2024,-2,153,0.3572593177474984,False
U000747,186331.61339528533,6039078.406604828,-72.46834220508937,-35.74234994235361,2020,2018,2020,19_604,66,Shrubland,2020,0,126,0.21127193155195237,True
U000748,187420.9358624103,6036569.407512374,-72.45729461266687,-35.76527707593491,2020,2018,2020,19_604,59,Primary Forest,2020,0,132,0.2285328557314116,True
U000745,193433.32103852625,6038397.96211974,-72.39020069771068,-35.750711602836205,2026,2024,2026,19_604,66,Shrubland,2024,-2,150,0.27991413813312765,True
U000746,194222.4596296792,6036747.018684888,-72.38211709349909,-35.76581653790153,2026,2024,2026,19_604,11,Wetland,2024,-2,145,0.25560769834271224,True
U000751,190029.56813920435,6053284.788692705,-72.42204853645696,-35.61565994387955,2021,2019,2021,19_605,66,Shrubland,2021,0,142,0.1688021093617375,True
U000752,189024.1038156954,6049143.360716874,-72.4347271696451,-35.65261822263431,2021,2019,2021,19_605,11,Wetland,2021,0,137,0.2666142936090291,True
U000749,187113.54692728177,6047127.990060769,-72.4565775800332,-35.67015317240846,2022,2020,2022,19_605,66,Shrubland,2022,0,143,0.2895214085043285,True
U000750,192357.6391624712,6046831.585635763,-72.39884933530416,-35.67446946773748,2022,2020,2022,19_605,59,Primary Forest,2022,0,158,0.19668623902393778,True
U000755,186055.7753144453,6060778.105372639,-72.46293957791248,-35.546966322244174,2014,2012,2014,19_606,66,Shrubland,2014,0,89,0.23802591240426457,True
U000756,191616.9346316284,6062680.652785029,-72.40097130057754,-35.53158738870599,2014,2012,2014,19_606,59,Primary Forest,2014,0,111,0.17340379750346752,True
U000753,186821.1766676773,6061974.132442482,-72.45404847725138,-35.53644389403384,2022,2020,2022,19_606,66,Shrubland,2022,0,105,0.18617142936437947,True
U000754,185265.7912558759,6057512.608227003,-72.47290838774462,-35.57610535421127,2022,2020,2022,19_606,59,Primary Forest,2022,0,99,0.17548131394194794,True
U000757,194511.96236327465,6065944.79145783,-72.36786450684784,-35.5031024712934,2017,2015,2017,19_607,66,Shrubland,2017,0,134,0.6284084736177207,False
U000758,188245.72097685764,6071364.861720685,-72.43475892693013,-35.45237195643312,2017,2015,2017,19_607,59,Primary Forest,2017,0,98,0.21122414224639463,True
U000759,193870.32526908471,6066792.236363768,-72.37460789596904,-35.49527701953304,2020,2018,2020,19_607,66,Shrubland,2020,0,149,0.3631429709521657,False
U000760,192539.4508322862,6066296.875705298,-72.38944335203567,-35.4993246669953,2020,2018,2020,19_607,59,Primary Forest,2020,0,143,0.27737475748657525,True
U000761,195188.35819899,6078365.365908984,-72.35576955954168,-35.39150967545217,2019,2017,2019,19_608,66,Shrubland,2019,0,138,0.22050550335285868,True
U000762,192354.12335166396,6081686.737576045,-72.38567371875376,-35.360743310278245,2019,2017,2019,19_608,11,Wetland,2019,0,106,0.2701567884945036,True
U000763,191156.60464705323,6083714.507572232,-72.39806643338218,-35.34212156293613,2022,2020,2022,19_608,66,Shrubland,2022,0,82,0.23609147350479912,True
U000764,187367.5804206243,6082654.041319275,-72.44009390038293,-35.350487855220265,2022,2020,2022,19_608,11,Wetland,2022,0,71,0.4210530359970982,False
U000767,191824.435021488,6089017.980668539,-72.38873563259595,-35.29459048451852,2013,2011,2013,19_609,66,Shrubland,2013,0,65,0.20372594023922402,True
U000768,191295.9029792205,6094410.70875724,-72.39251169450498,-35.245886662387804,2013,2011,2013,19_609,11,Wetland,2013,0,52,0.21802405854195153,True
U000765,191309.2311772714,6086847.95148164,-72.39520888158285,-35.31396438061471,2022,2020,2022,19_609,66,Shrubland,2022,0,88,0.40971472715477136,False
U000766,191022.76799998,6090903.750175126,-72.39682719382958,-35.27736924354412,2022,2020,2022,19_609,11,Wetland,2022,0,81,0.27189393537184625,True
U000770,192770.24393157076,6096478.673912984,-72.37556230152529,-35.22772501135471,2020,2018,2020,19_610,11,Wetland,2020,0,66,0.3799581850441377,False
U000769,192537.04396875665,6095394.4260640815,-72.37852561463095,-35.237413289873146,2021,2019,2021,19_610,11,Wetland,2021,0,68,0.2564152794051138,True
U000771,199527.83194833455,5803739.324963895,-72.41555045063461,-37.864307892751015,2010,2008,2010,20_580,66,Shrubland,2010,0,66,0.24332323786581245,True
U000772,201033.51423188575,5804751.720692299,-72.3980439911334,-37.85569416783736,2010,2008,2010,20_580,59,Primary Forest,2010,0,60,0.31975032080931365,True
U000773,199966.4886786759,5799536.871451526,-72.41231848888054,-37.90226211815185,2019,2017,2019,20_580,66,Shrubland,2019,0,67,0.2129219786583835,True
U000774,201219.02288093604,5804219.955786358,-72.39615868011019,-37.86053938810129,2019,2017,2019,20_580,59,Primary Forest,2019,0,69,0.4329144377368986,False
U000775,197311.96645043,5807703.910015496,-72.43903833395558,-37.82790607707243,2019,2017,2019,20_581,66,Shrubland,2019,0,81,0.6306599125649229,False
U000776,201123.71377478135,5807454.522830169,-72.39590387591554,-37.83140590179043,2019,2017,2019,20_581,59,Primary Forest,2019,0,71,0.4196226413854237,False
U000777,196082.08229194183,5813972.373735908,-72.45036112919108,-37.77110122972628,2022,2020,2022,20_581,66,Shrubland,2022,0,115,0.3565010724316498,False
U000778,203681.5538024694,5805722.024633249,-72.36759688782676,-37.84782815623648,2022,2020,2022,20_581,59,Primary Forest,2022,0,96,0.2724189288464635,True
U000780,198482.57347687305,5817537.38835383,-72.4216740327148,-37.739820678269055,2019,2017,2019,20_582,59,Primary Forest,2019,0,75,0.1939478522482279,True
U000779,201683.87142928105,5822322.279240273,-72.38344274172917,-37.69781680780222,2022,2020,2022,20_582,59,Primary Forest,2022,0,97,0.25034627917868085,True
U000781,201676.78022336843,5828999.97866407,-72.38079331743337,-37.63773077039984,2019,2017,2019,20_583,59,Primary Forest,2019,0,80,0.24488804588852517,True
U000782,196082.95232596976,5831490.073224543,-72.4430474075364,-37.61349432968286,2020,2018,2020,20_583,59,Primary Forest,2020,0,136,0.2740802615676337,True
U000783,204978.8660710036,5835855.171428655,-72.34066755842642,-37.57711278068478,2013,2011,2013,20_584,59,Primary Forest,2013,0,44,0.2470194907707676,True
U000784,204725.65218198544,5836265.199874903,-72.3433652065115,-37.57334213402975,2022,2020,2022,20_584,59,Primary Forest,2022,0,105,0.32007638005091127,True
U000786,200230.0485502942,5852479.877651507,-72.38758227156211,-37.42599302639277,2014,2012,2014,20_585,59,Primary Forest,2014,0,85,0.2607079910725286,True
U000785,201632.99346100225,5850644.245500682,-72.37249519926365,-37.44296333229249,2020,2018,2020,20_585,59,Primary Forest,2020,0,117,0.22849323597897067,True
U000788,199204.9258811781,5860736.702147907,-72.39579164355578,-37.35136611971215,2019,2017,2019,20_586,59,Primary Forest,2019,0,117,0.20296797648278697,True
U000787,197503.6190443606,5856184.0544554,-72.41682685198327,-37.39177730158288,2025,2023,2025,20_586,59,Primary Forest,2024,-1,143,0.36190907079556695,False
U000789,196124.94161882187,5867930.693926234,-72.42756201747413,-37.28563349768024,2019,2017,2019,20_587,59,Primary Forest,2019,0,117,0.22213664601032385,True
U000790,195785.11178943608,5868068.085688002,-72.43133266099794,-37.28428626899509,2022,2020,2022,20_587,59,Primary Forest,2022,0,178,0.29515546379299556,True
U000792,198829.5153279013,5875452.723780448,-72.39406377709852,-37.21882799842108,2010,2008,2010,20_588,59,Primary Forest,2010,0,87,0.4579729059799929,False
U000791,201601.77887145669,5876330.348289026,-72.36251994478837,-37.21182142718636,2019,2017,2019,20_588,59,Primary Forest,2019,0,116,0.31424483312764184,True
U000794,204022.7510032757,5888331.914094435,-72.33053482059135,-37.10459150422777,2014,2012,2014,20_589,59,Primary Forest,2014,0,97,0.23850326904697403,True
U000793,202889.2174586854,5891257.133853996,-72.34211288145072,-37.07790890586781,2026,2024,2026,20_589,59,Primary Forest,2024,-2,126,0.45430652860839893,False
U000795,204709.77698983607,5904016.418038475,-72.3166648786334,-36.96366017022981,2010,2008,2010,20_590,59,Primary Forest,2010,0,84,0.31428930609825306,True
U000796,202559.83293421584,5899537.9844925925,-72.34254019283271,-37.00328531339449,2012,2010,2012,20_590,59,Primary Forest,2012,0,60,0.11023592252120003,True
U000797,201218.1166918132,5906704.381235328,-72.3547597987223,-36.93836973382503,2020,2018,2020,20_591,59,Primary Forest,2020,0,127,0.28314832461827694,True
U000798,199404.8413410675,5914519.464784227,-72.37198787116905,-36.86746590326918,2021,2019,2021,20_591,59,Primary Forest,2021,0,138,0.3100329215406535,True
U000799,198262.106022853,5921063.9918618,-72.38218928057718,-36.808208017183546,2022,2020,2022,20_592,59,Primary Forest,2022,0,156,0.2980948506051843,True
U000800,198553.3195313021,5915561.148501145,-72.38111140259728,-36.85782062655058,2025,2023,2025,20_592,59,Primary Forest,2024,-1,141,0.2422262546253832,True
U000802,197413.26830807983,5934150.835992981,-72.38650346091427,-36.69016863246465,2020,2018,2020,20_593,59,Primary Forest,2020,0,130,0.27977188939373643,True
U000801,199389.3632187271,5933561.228787475,-72.36465345157829,-36.696101396564174,2022,2020,2022,20_593,59,Primary Forest,2022,0,155,0.19879334415473476,True
U000803,197678.13658610912,5944190.933349574,-72.37958944168193,-36.59989973601521,2019,2017,2019,20_594,59,Primary Forest,2019,0,135,0.33438420789426826,True
U000804,198702.18825365783,5944586.562538506,-72.36800479872852,-36.59666323568403,2022,2020,2022,20_594,59,Primary Forest,2022,0,156,0.1924748527736737,True
U000805,197111.0293193829,5947157.905005511,-72.38475163437832,-36.57301925810317,2013,2011,2013,20_595,59,Primary Forest,2013,0,78,0.21253776608814065,True
U000806,194969.48877504107,5947561.763757091,-72.40848502194538,-36.56870332940767,2022,2020,2022,20_595,59,Primary Forest,2022,0,165,0.2735458456630567,True
U000808,195123.08603039008,5957327.6757249925,-72.40291555986457,-36.48086703673732,2017,2015,2017,20_596,59,Primary Forest,2017,0,128,0.24922375825667636,True
U000807,194976.12298669887,5957382.43538516,-72.40453170140312,-36.48032747145042,2020,2018,2020,20_596,59,Primary Forest,2020,0,135,0.3291198555893113,True
U000810,204569.55185059324,5968075.340624867,-72.2935441365816,-36.38709358256634,2010,2008,2010,20_597,59,Primary Forest,2010,0,100,0.29404311456723026,True
U000809,205031.18369566364,5973726.994306078,-72.28626364633936,-36.33636748624612,2022,2020,2022,20_597,59,Primary Forest,2022,0,170,0.23078799394834204,True
U000811,199791.455401842,5978240.492254775,-72.34281404543262,-36.29412694537554,2014,2012,2014,20_598,60,Secondary Forest,2014,0,111,0.26521581958539703,True
U000812,195523.84560987563,5979051.414013024,-72.38994318038237,-36.28549153426015,2024,2022,2024,20_598,60,Secondary Forest,2024,0,166,0.22834758596814148,True
U000813,201653.6207928122,5986655.013005596,-72.31890184743418,-36.218970751049554,2003,2001,2003,20_599,66,Shrubland,2003,0,95,0.29628621731923654,True
U000814,199431.8094409952,5994075.398947125,-72.3407397541324,-36.15149738802904,2003,2001,2003,20_599,66,Shrubland,2003,0,96,0.27053853161247693,True
U000815,202592.0995376573,5989026.049543263,-72.30757848840547,-36.197919061787154,2003,2001,2003,20_599,66,Shrubland,2003,0,94,0.27441316703177254,True
U000816,203873.466874464,5988469.973662486,-72.29355909151278,-36.2033169308288,2003,2001,2003,20_599,66,Shrubland,2003,0,94,0.2808249676880272,True
U000817,204808.21521551453,5987392.231216745,-72.28358375141606,-36.21330298855583,2003,2001,2003,20_599,66,Shrubland,2003,0,98,0.2270187059336788,True
U000818,204390.41462805547,5990406.607299347,-72.28708860063922,-36.186043749895546,2003,2001,2003,20_599,66,Shrubland,2003,0,97,0.31360061956038876,True
U000819,198854.1288593255,5993215.84487558,-72.34747984879235,-36.15905440468734,2003,2001,2003,20_599,66,Shrubland,2003,0,97,0.30098509348091645,True
U000820,199890.5084737413,5988513.601634303,-72.33777411248202,-36.2016975701163,2003,2001,2003,20_599,60,Secondary Forest,2003,0,96,0.24957442111264094,True
U000821,196411.4789971718,5985934.015223704,-72.37740586908251,-36.22382883318703,2003,2001,2003,20_599,60,Secondary Forest,2003,0,97,0.330481690569908,True
U000822,195397.7630067217,5987158.132379796,-72.38819002053843,-36.21249330819958,2003,2001,2003,20_599,60,Secondary Forest,2003,0,95,0.2777445816423548,True
U000823,194940.3286635707,5992600.075694003,-72.39115566218881,-36.16337269992065,2003,2001,2003,20_599,59,Primary Forest,2003,0,92,0.23614831550330578,True
U000824,200868.1134498721,5987617.629514243,-72.32725956481251,-36.210064267130846,2003,2001,2003,20_599,59,Primary Forest,2003,0,96,0.3069480688833763,True
U000825,204606.12633343769,5987625.263997967,-72.28574058170724,-36.21114384093917,2022,2020,2022,20_599,66,Shrubland,2022,0,181,0.25076733240934346,True
U000826,204306.3583095928,5991453.250238893,-72.28762780821202,-36.17659747907267,2022,2020,2022,20_599,66,Shrubland,2022,0,174,0.2948078734363487,True
U000827,202980.8943901509,5986880.308499218,-72.30407363918229,-36.217351390337065,2022,2020,2022,20_599,66,Shrubland,2022,0,181,0.2047289263412159,True
U000828,198131.4549068943,5989532.388438122,-72.35691598131628,-36.19198140584135,2022,2020,2022,20_599,66,Shrubland,2022,0,179,0.2473205597809765,True
U000829,203609.39613628396,5994098.313981634,-72.29436790287197,-36.15257696183737,2022,2020,2022,20_599,66,Shrubland,2022,0,171,0.17720769084658178,True
U000830,195956.8768300021,5988527.1544124745,-72.38144992587848,-36.20034810285589,2022,2020,2022,20_599,66,Shrubland,2022,0,180,0.2940361342746382,True
U000831,203061.3291905824,5990931.170359638,-72.30164720510471,-36.18091577430599,2022,2020,2022,20_599,66,Shrubland,2022,0,177,0.15203269868962843,True
U000832,196922.424072529,5987991.0203558,-72.37093537820897,-36.20547607844545,2022,2020,2022,20_599,60,Secondary Forest,2022,0,173,0.26721142345160326,True
U000833,203972.4959989904,5988413.367578717,-72.29248067636719,-36.20385671773296,2022,2020,2022,20_599,60,Secondary Forest,2022,0,179,0.1812501895206385,True
U000834,201374.7123922897,5994801.786841951,-72.31890184743418,-36.14555973208324,2022,2020,2022,20_599,60,Secondary Forest,2022,0,178,0.30263417051242014,True
U000835,199532.0037586916,5986941.904400703,-72.34235737685079,-36.21573202962457,2022,2020,2022,20_599,59,Primary Forest,2022,0,178,0.1640660789196649,True
U000836,202041.85006117687,5988077.672303936,-72.31404897927902,-36.2062857588017,2022,2020,2022,20_599,59,Primary Forest,2022,0,179,0.21901483028036775,True
U000849,198129.05313456536,6001013.685126703,-72.35253838298668,-36.08864624576555,2020,2018,2020,20_600,66,Shrubland,2020,0,148,0.13988339768271593,True
U000850,202941.22363520088,5995886.674202818,-72.30110828238688,-36.1362759773204,2020,2018,2020,20_600,66,Shrubland,2020,0,156,0.2898290310473543,True
U000851,203057.4195689729,6003902.936556525,-72.29680000170836,-36.06415864366674,2020,2018,2020,20_600,66,Shrubland,2020,0,148,0.24477200053001122,True
U000852,201317.11093657644,6002229.30497031,-72.31672579984651,-36.078689748208895,2020,2018,2020,20_600,66,Shrubland,2020,0,146,0.18730457450200916,True
U000853,196714.19284157257,5999798.696674125,-72.36869443553111,-36.099140932379335,2020,2018,2020,20_600,66,Shrubland,2020,0,147,0.12696728204344382,True
U000854,195525.31774082407,6004660.834783804,-72.38000367231221,-36.05500942969575,2020,2018,2020,20_600,66,Shrubland,2020,0,147,0.3185555204034629,True
U000855,201778.33630892704,6000809.976830959,-72.31214825162557,-36.0916062855797,2020,2018,2020,20_600,66,Shrubland,2020,0,147,0.21664132560066887,True
U000856,201983.4655297365,5996930.344868195,-72.31134044899835,-36.1265885742923,2020,2018,2020,20_600,60,Secondary Forest,2020,0,149,0.2792238845786001,True
U000857,194922.9543833481,5997553.72697579,-72.38942803629647,-36.1187848329641,2020,2018,2020,20_600,60,Secondary Forest,2020,0,144,0.19953612648751107,True
U000858,197508.9963339874,5996477.576970554,-72.36115494434371,-36.12927951957788,2020,2018,2020,20_600,60,Secondary Forest,2020,0,143,0.21205565734738516,True
U000859,196166.71676725976,5997387.766111646,-72.3756953916337,-36.12066849466401,2020,2018,2020,20_600,59,Primary Forest,2020,0,147,0.25379207197529047,True
U000860,200230.87779813076,5999202.40785436,-72.32991990942446,-36.105599201064734,2020,2018,2020,20_600,59,Primary Forest,2020,0,151,0.23208603036240422,True
U000837,196105.19240468345,6000554.928730397,-72.37515685654888,-36.09214447463682,2022,2020,2022,20_600,66,Shrubland,2022,0,176,0.21239783736314222,True
U000838,203706.60894528835,5997646.679714606,-72.29195318594503,-36.12066849466401,2022,2020,2022,20_600,66,Shrubland,2022,0,179,0.2782239645475044,True
U000839,197824.5962391013,6001391.853015363,-72.35576959349557,-36.08514801689429,2022,2020,2022,20_600,66,Shrubland,2022,0,179,0.24096106385788657,True
U000840,200873.1098471096,6003140.955577808,-72.32130334806743,-36.07034781782358,2022,2020,2022,20_600,66,Shrubland,2022,0,168,0.19869309452870396,True
U000841,201351.18365535315,5999808.795477735,-72.31726433493132,-36.10048640502213,2022,2020,2022,20_600,66,Shrubland,2022,0,178,0.19529614691240257,True
U000842,195887.83610195795,6004015.654253133,-72.37623392671851,-36.06092950932403,2022,2020,2022,20_600,66,Shrubland,2022,0,169,0.2155697918198297,True
U000843,197993.43133236904,6002832.798660325,-72.3533461856139,-36.07223147952349,2022,2020,2022,20_600,66,Shrubland,2022,0,175,0.26976795619238136,True
U000844,198596.3790528741,5998727.638292775,-72.34823010230815,-36.10936652446456,2022,2020,2022,20_600,60,Secondary Forest,2022,0,169,0.1893398582584849,True
U000845,196577.72133992985,5995339.012268616,-72.37192564604,-36.13923601713454,2022,2020,2022,20_600,60,Secondary Forest,2022,0,177,0.28796461661695816,True
U000846,201272.5431407297,5996427.705623164,-72.31941847527058,-36.13089408674923,2022,2020,2022,20_600,60,Secondary Forest,2022,0,168,0.1583145441772932,True
U000847,196042.37866357568,5997473.139367431,-72.37704172934573,-36.11986121107834,2022,2020,2022,20_600,59,Primary Forest,2022,0,179,0.21820875715991567,True
U000848,195055.9014509757,5995136.501041073,-72.38888950121165,-36.14058148977733,2022,2020,2022,20_600,59,Primary Forest,2022,0,174,0.4028917611936754,False
U000861,197659.4291465134,6008635.596004248,-72.35482997886206,-36.01990038901082,2020,2018,2020,20_601,66,Shrubland,2020,0,143,0.21790758479671052,True
U000862,196956.64555057947,6007146.126010204,-72.36318651147138,-36.03308781331085,2020,2018,2020,20_601,66,Shrubland,2020,0,143,0.19062143301755685,True
U000863,195757.16929042517,6008061.466908351,-72.37612565873745,-36.0244756178496,2020,2018,2020,20_601,66,Shrubland,2020,0,140,0.2614251201104293,True
U000864,197663.18415810296,6005705.315092707,-72.35590824113423,-36.04627523761088,2020,2018,2020,20_601,66,Shrubland,2020,0,147,0.20947524060314554,True
U000865,204054.96899481124,6009451.729015037,-72.28366466889871,-36.01451776684754,2020,2018,2020,20_601,66,Shrubland,2020,0,150,0.2193988908306702,True
U000866,202900.57706716852,6009771.512044726,-72.29633425059673,-36.011288193549575,2020,2018,2020,20_601,66,Shrubland,2020,0,152,0.23619838939321502,True
U000867,204011.93166807585,6012171.16026023,-72.28312553776261,-35.99002683600463,2020,2018,2020,20_601,66,Shrubland,2020,0,153,0.30130101398713927,True
U000868,203737.8778209908,6014523.998997467,-72.28528206230696,-35.96876547845968,2020,2018,2020,20_601,60,Secondary Forest,2020,0,146,0.28122110222317726,True
U000869,198193.05857579096,6012929.927402336,-72.34728214295686,-35.981414640543385,2020,2018,2020,20_601,60,Secondary Forest,2020,0,138,0.45153785774402316,False
U000870,200519.76097908936,6009660.665165269,-72.32275167626494,-36.01155732465774,2020,2018,2020,20_601,60,Secondary Forest,2020,0,143,0.15731081408224704,True
U000871,199312.72468138265,6009380.167548974,-72.33622995466709,-36.01371037352305,2020,2018,2020,20_601,66,Shrubland,2020,0,143,0.29640382972202484,True
U000872,199674.6999351175,6008047.005023648,-72.33272560228254,-36.02582127339043,2020,2018,2020,20_601,66,Shrubland,2020,0,148,0.2907454748383086,True
U000873,203391.45763853492,6006050.598120488,-72.29229076707608,-36.04492958207006,2022,2020,2022,20_601,66,Shrubland,2022,0,177,0.21548958135806237,True
U000874,204207.42410192863,6012147.848462972,-72.28096901321827,-35.99029596711279,2022,2020,2022,20_601,66,Shrubland,2022,0,179,0.3270951833765691,True
U000875,196896.43755458208,6011001.440940145,-72.36237781476726,-35.99836990035771,2022,2020,2022,20_601,66,Shrubland,2022,0,180,0.24160714287448645,True
U000876,200565.889200912,6011874.911119362,-72.32140384842472,-35.99164162265361,2022,2020,2022,20_601,66,Shrubland,2022,0,165,0.18741362686897575,True
U000877,202811.43547487253,6008811.68338137,-72.29768207843694,-36.01990038901082,2022,2020,2022,20_601,66,Shrubland,2022,0,166,0.20064522662827602,True
U000878,198264.5732262384,6009433.883792495,-72.34782127409294,-36.01290298019856,2022,2020,2022,20_601,66,Shrubland,2022,0,168,0.20896756718397652,True
U000879,203775.5321445809,6009801.097163495,-72.28662989014718,-36.011288193549575,2022,2020,2022,20_601,66,Shrubland,2022,0,171,0.1945556197853832,True
U000880,198847.22686395477,6013729.81862957,-72.33973430705164,-35.974417231731124,2022,2020,2022,20_601,60,Secondary Forest,2022,0,146,0.32316327904473624,True
U000881,200762.08407498524,6013974.654690506,-72.31843862717625,-35.97280244508214,2022,2020,2022,20_601,60,Secondary Forest,2022,0,112,0.33727518442795434,True
U000882,205232.1473974672,6007727.28988571,-72.27126465276872,-36.03039650222921,2022,2020,2022,20_601,60,Secondary Forest,2022,0,179,0.24765002477093478,True
U000883,199523.38038363005,6012467.220037311,-72.33272560228254,-35.98598986938217,2022,2020,2022,20_601,66,Shrubland,2022,0,173,0.2162546065770349,True
