sample_id,X,Y,lon,lat,year,win_start,win_end,cell,mb_code,mb_class,mb_year_used,mb_delta,n_obs,DI,inside
U015328,376143.0500611207,6334847.105057193,-70.32758863502168,-33.11800229090474,2022,2020,2022,38_633,66,Shrubland,2022,0,60,0.1864195170812183,True
U015329,378003.0622481563,6332811.498847773,-70.30792840447876,-33.13656984314419,2022,2020,2022,38_633,66,Shrubland,2022,0,67,0.08991908170289174,True
U015330,375621.6648122814,6328424.7374318205,-70.33405227246045,-33.17585770730302,2022,2020,2022,38_633,66,Shrubland,2022,0,80,0.07319899129435103,True
U015331,375778.5405080548,6331888.262597458,-70.33189772664754,-33.14464269194394,2022,2020,2022,38_633,66,Shrubland,2022,0,71,0.12759908568849987,True
U015332,375138.529186992,6326926.521321574,-70.33943863699277,-33.18931245530261,2022,2020,2022,38_633,12,Grassland,2022,0,80,0.1107623232033326,True
U015333,377439.89645697805,6333639.985189872,-70.3138534054643,-33.12903518426441,2022,2020,2022,38_633,11,Wetland,2022,0,61,0.20981677462665013,True
U015334,377714.2866242165,6331793.316633908,-70.31116022319814,-33.145719071783915,2022,2020,2022,38_633,63,Steppe,2022,0,69,0.06656050803019611,True
U015335,376638.409056126,6329452.224857677,-70.32301022516923,-33.16670847866329,2022,2020,2022,38_633,63,Steppe,2022,0,35,0.09987423276607951,True
U015336,383153.659046232,6334933.360465124,-70.252448849796,-33.11800229090474,2022,2020,2022,38_633,63,Steppe,2022,0,61,0.051642161231637326,True
U015337,382410.9549806694,6331910.64387952,-70.26079771482107,-33.14518088186393,2022,2020,2022,38_633,61,Dwarf forest,2022,0,30,0.11561089860003723,True
U015370,383456.0766445346,6336074.238374875,-70.2490623457082,-33.1077463155473,2014,2012,2014,38_634,66,Shrubland,2014,0,37,0.09341094719080904,True
U015371,378438.7293358868,6336759.243841767,-70.30273291078423,-33.10101855355976,2014,2012,2014,38_634,66,Shrubland,2014,0,33,0.07091898746300904,True
U015372,376894.8330375695,6337426.3145064,-70.31918469203869,-33.09482901253122,2014,2012,2014,38_634,66,Shrubland,2014,0,41,0.2096365028411458,True
U015373,380756.7501574048,6336578.866436443,-70.27792038823651,-33.10290232691627,2014,2012,2014,38_634,66,Shrubland,2014,0,39,0.18091924024954265,True
U015374,382200.6750017466,6337909.370685113,-70.26227771097817,-33.0910614658182,2014,2012,2014,38_634,66,Shrubland,2014,0,38,0.16668777825460876,True
U015375,383367.0682268641,6337207.144636171,-70.24987144970432,-33.09752011732624,2014,2012,2014,38_634,66,Shrubland,2014,0,40,0.18583234818750954,True
U015376,381971.9884179337,6340174.555115517,-70.2644353216345,-33.07060906937608,2014,2012,2014,38_634,12,Grassland,2014,0,38,0.6024718421150669,False
U015377,382580.86278759374,6344001.5280402135,-70.25742308700144,-33.03616292799986,2014,2012,2014,38_634,12,Grassland,2014,0,51,0.10210191621166029,True
U015378,384837.1468908806,6344923.488995045,-70.23314996711781,-33.02808961361481,2014,2012,2014,38_634,12,Grassland,2014,0,54,0.04932616291180557,True
U015379,381157.8771791357,6342939.955120292,-70.27279606292774,-33.04558179478242,2014,2012,2014,38_634,63,Steppe,2014,0,48,0.3308703336121912,True
U015380,382179.573564096,6341758.635705133,-70.26200800964612,-33.056346213962485,2014,2012,2014,38_634,63,Steppe,2014,0,34,0.6181684574734205,False
U015381,379847.9448263431,6342953.838257741,-70.28682053219384,-33.045312684302914,2014,2012,2014,38_634,63,Steppe,2014,0,33,0.3777486178686816,False
U015382,379352.87843512464,6336114.0359822,-70.29302366283078,-33.1069389841088,2014,2012,2014,38_634,12,Grassland,2014,0,40,0.1528536372046122,True
U015383,382872.1647700871,6342811.370029174,-70.254456372349,-33.046927347179924,2014,2012,2014,38_634,12,Grassland,2014,0,51,0.07522677719697225,True
U015384,375613.5982598326,6343169.63412524,-70.33213035597663,-33.0428906899874,2014,2012,2014,38_634,63,Steppe,2014,0,33,0.09123490902221287,True
U015385,382196.69087600126,6336148.682806705,-70.26254741231021,-33.1069389841088,2014,2012,2014,38_634,63,Steppe,2014,0,42,0.06258399408492317,True
U015354,383759.1335109658,6335988.319320496,-70.24582592972371,-33.10855364698581,2022,2020,2022,38_634,66,Shrubland,2022,0,69,0.1837202668588322,True
U015355,381637.5382936533,6338678.455392306,-70.26821114028306,-33.08406459335116,2022,2020,2022,38_634,66,Shrubland,2022,0,60,0.06967306098920723,True
U015356,375164.4457713111,6342835.666934008,-70.33698497995336,-33.04585090526192,2022,2020,2022,38_634,66,Shrubland,2022,0,61,0.13860101956292453,True
U015357,376418.5609100304,6335271.682127376,-70.3245787186795,-33.11420496705534,2022,2020,2022,38_634,66,Shrubland,2022,0,66,0.07359740062041221,True
U015358,378305.46973328525,6337354.424751832,-70.30408141744444,-33.09563634396973,2022,2020,2022,38_634,66,Shrubland,2022,0,59,0.16585623784897394,True
U015359,376919.6280438753,6337456.468247272,-70.31891499070666,-33.09455990205172,2022,2020,2022,38_634,66,Shrubland,2022,0,65,0.33809640070367863,True
U015360,382679.11202756566,6344211.59008549,-70.25634428167328,-33.03427915464335,2022,2020,2022,38_634,66,Shrubland,2022,0,87,0.028030885737155495,True
U015361,380938.368477786,6336133.454335392,-70.27603247891223,-33.1069389841088,2022,2020,2022,38_634,66,Shrubland,2022,0,68,0.08406544150478254,True
U015362,383517.72754129255,6337238.77961495,-70.24825324171206,-33.09725100684674,2022,2020,2022,38_634,66,Shrubland,2022,0,80,0.06267661907248002,True
U015363,382026.9947762858,6337698.390346497,-70.26416562030245,-33.09294523917471,2022,2020,2022,38_634,66,Shrubland,2022,0,65,0.07337992816458432,True
U015364,379923.4970709564,6342954.763418229,-70.28601142819772,-33.045312684302914,2022,2020,2022,38_634,66,Shrubland,2022,0,54,0.2595684158555282,True
U015365,379118.2722481618,6336767.6596319135,-70.29545097481915,-33.10101855355976,2022,2020,2022,38_634,66,Shrubland,2022,0,65,0.10746074781668725,True
U015366,382200.73153058,6339998.260160023,-70.26200800964612,-33.072223732253086,2022,2020,2022,38_634,12,Grassland,2022,0,75,0.05893976552482272,True
U015367,384408.318897892,6338562.341828177,-70.23854399375861,-33.08541014574867,2022,2020,2022,38_634,12,Grassland,2022,0,84,0.05333940184391474,True
U015368,382903.0481013936,6342334.282440664,-70.25418667101695,-33.051233114851954,2022,2020,2022,38_634,12,Grassland,2022,0,81,0.07359594516738752,True
U015369,380287.4243520093,6344093.181096968,-70.28196590821712,-33.03508648608185,2022,2020,2022,38_634,63,Steppe,2022,0,52,0.04405925416117564,True
U015402,383414.370238001,6349564.992072785,-70.24779218066465,-32.9860800423525,2010,2008,2010,38_635,66,Shrubland,2010,0,54,0.10214108897150233,True
U015403,381889.4658337165,6354948.270437324,-70.26341829488176,-32.93736824178308,2010,2008,2010,38_635,66,Shrubland,2010,0,65,0.1847865572460757,True
U015404,383630.6008800354,6348314.174529204,-70.24563685456573,-32.997383333092365,2010,2008,2010,38_635,66,Shrubland,2010,0,60,0.060116646975865336,True
U015405,380748.1633337322,6353502.0791872,-70.2758114199505,-32.95028628834292,2010,2008,2010,38_635,66,Shrubland,2010,0,62,0.15658012856194697,True
U015406,376931.8853699259,6354529.458453385,-70.31649320006746,-32.94059775342304,2010,2008,2010,38_635,66,Shrubland,2010,0,66,0.10204416955792371,True
U015407,381914.5183488276,6352859.60605927,-70.26341829488176,-32.95620705968285,2010,2008,2010,38_635,66,Shrubland,2010,0,64,0.056730040818929794,True
U015408,375702.47495625296,6348157.405860512,-70.33050281971039,-32.99792158503236,2010,2008,2010,38_635,66,Shrubland,2010,0,52,0.06901311075837221,True
U015409,383444.1019143627,6347058.581613544,-70.24779218066465,-33.00868662383223,2010,2008,2010,38_635,66,Shrubland,2010,0,65,0.07839332760953756,True
U015410,377939.7458150904,6354512.158756741,-70.30571656957291,-32.940866879393035,2010,2008,2010,38_635,66,Shrubland,2010,0,65,0.04731972913944827,True
U015411,374894.3648241239,6354294.883244617,-70.33831587681894,-32.94248163521302,2010,2008,2010,38_635,66,Shrubland,2010,0,66,0.3097195194621754,True
U015412,379879.0507710053,6350417.715586908,-70.2855103873956,-32.978006263252595,2010,2008,2010,38_635,66,Shrubland,2010,0,52,0.1247846344175852,True
U015413,380783.3603403168,6354755.889772831,-70.27527258842578,-32.93898299760306,2010,2008,2010,38_635,59,Primary Forest,2010,0,65,0.1502786054544619,True
U015414,376849.7985656626,6353036.282605441,-70.31757086311691,-32.95405405192288,2010,2008,2010,38_635,12,Grassland,2010,0,59,0.057592383639588816,True
U015415,384208.8609004026,6354796.758052751,-70.23863204474426,-32.93898299760306,2010,2008,2010,38_635,12,Grassland,2010,0,61,0.051556636681185423,True
U015416,375030.34994461335,6351521.185990023,-70.3372382137695,-32.96751035042272,2010,2008,2010,38_635,11,Wetland,2010,0,65,0.07496738860111037,True
U015417,381661.16126368265,6348797.980114055,-70.26665128403012,-32.99280819160242,2010,2008,2010,38_635,12,Grassland,2010,0,52,0.06166879414209696,True
U015386,383450.15841371246,6348670.145010375,-70.24752276490229,-32.9941538214524,2017,2015,2017,38_635,66,Shrubland,2017,0,58,0.14542661902582174,True
U015387,381907.0012522,6353486.206002786,-70.26341829488176,-32.95055541431292,2017,2015,2017,38_635,66,Shrubland,2017,0,67,0.08971638483743932,True
U015388,377234.876665204,6354473.554291505,-70.3132602109191,-32.941136005363035,2017,2015,2017,38_635,66,Shrubland,2017,0,72,0.17625083607694436,True
U015389,381372.010562515,6351898.122697479,-70.26934544165377,-32.96481909072275,2017,2015,2017,38_635,66,Shrubland,2017,0,70,0.08516751560239445,True
U015390,383394.4749832664,6346998.30766234,-70.24833101218937,-33.009224875772226,2017,2015,2017,38_635,66,Shrubland,2017,0,63,0.10671756838046012,True
U015391,380880.22354897537,6352996.355315282,-70.27446434113868,-32.95486142983287,2017,2015,2017,38_635,66,Shrubland,2017,0,73,0.12472110720973255,True
U015392,378743.8977275494,6354671.306356452,-70.29709526517726,-32.939521249543056,2017,2015,2017,38_635,66,Shrubland,2017,0,67,0.08180790304988793,True
U015393,381588.2860686396,6354855.127194459,-70.26665128403012,-32.93817561969307,2017,2015,2017,38_635,66,Shrubland,2017,0,73,0.577355043919818,False
U015394,375199.41718542087,6352090.3547542505,-70.33535230343294,-32.962396956992784,2017,2015,2017,38_635,66,Shrubland,2017,0,66,0.06726224097598463,True
U015395,383822.2391119877,6351270.830159577,-70.24321211270446,-32.97073986206268,2017,2015,2017,38_635,66,Shrubland,2017,0,64,0.20047928254947486,True
U015396,380212.62943345495,6351973.60407179,-70.28173856672251,-32.96401171281276,2017,2015,2017,38_635,66,Shrubland,2017,0,68,0.06613391803237556,True
U015397,380580.0507842276,6354902.639089664,-70.27742791452468,-32.93763736775308,2017,2015,2017,38_635,59,Primary Forest,2017,0,75,0.4601935433275077,False
U015398,374949.28580912855,6353937.462134261,-70.33777704529422,-32.94571114685298,2017,2015,2017,38_635,59,Primary Forest,2017,0,73,0.33558575631601717,True
U015399,376002.2091881395,6354338.738431709,-70.32646158327493,-32.94221250924302,2017,2015,2017,38_635,12,Grassland,2017,0,74,0.04065633037203634,True
U015400,378983.4206931264,6353629.757691753,-70.29467052331599,-32.948940658492944,2017,2015,2017,38_635,12,Grassland,2017,0,66,0.05396079700767904,True
U015401,378060.82198271225,6352872.302244069,-70.30463890652345,-32.95566880774286,2017,2015,2017,38_635,12,Grassland,2017,0,72,0.035978285913014864,True
U015434,384019.6295532978,6359243.680972323,-70.24009636458592,-32.89885890022347,2012,2010,2012,38_636,66,Shrubland,2012,0,49,0.04459222403472201,True
U015435,376926.5254632317,6355277.939616259,-70.31645050286987,-32.93384728632735,2012,2010,2012,38_636,66,Shrubland,2012,0,55,0.06368126899404965,True
U015436,375006.6143975606,6357462.282971685,-70.33668569852816,-32.91393082039129,2012,2010,2012,38_636,66,Shrubland,2012,0,58,0.0935210499354927,True
U015437,379816.43008192297,6360357.283281062,-70.28488359764293,-32.88836238439231,2012,2010,2012,38_636,66,Shrubland,2012,0,46,0.07084643550065119,True
U015438,378015.7556766525,6356962.77750898,-70.30457918808366,-32.91877536615952,2012,2010,2012,38_636,66,Shrubland,2012,0,61,0.08028263154739039,True
U015439,381103.4048736067,6364580.847415268,-70.27058405937774,-32.850413442541175,2012,2010,2012,38_636,66,Shrubland,2012,0,43,0.053993486498931195,True
U015440,378137.28224170953,6363470.328854709,-70.30242076721345,-32.86010253407763,2012,2010,2012,38_636,66,Shrubland,2012,0,39,0.07488445227354755,True
U015441,375931.4624695666,6356160.799428897,-70.32697280461217,-32.9257730433803,2012,2010,2012,38_636,66,Shrubland,2012,0,58,0.1063035835408223,True
U015442,376691.12510664354,6357961.009952545,-70.31860892374009,-32.909624557486204,2012,2010,2012,38_636,60,Secondary Forest,2012,0,54,0.23702395017944378,True
U015443,379661.60514006566,6358564.750465811,-70.28677221590438,-32.9045108702864,2012,2010,2012,38_636,60,Secondary Forest,2012,0,56,0.2879794556854084,True
U015444,379939.0184581877,6356508.885285648,-70.28407418981661,-32.92308162906462,2012,2010,2012,38_636,59,Primary Forest,2012,0,51,0.1477619548139397,True
U015445,381967.28739879705,6355697.755732941,-70.26248998111443,-32.93061758914853,2012,2010,2012,38_636,12,Grassland,2012,0,46,0.06053509091793136,True
U015446,378650.7924565949,6358671.741372293,-70.29756432025546,-32.90343430456013,2012,2010,2012,38_636,3,Forest,2012,0,52,0.12190675779241458,True
U015447,375296.8833829175,6362450.012652542,-70.33290846200528,-32.868984201319385,2012,2010,2012,38_636,11,Wetland,2012,0,54,0.04403094583671254,True
U015448,378031.1580412809,6359798.181622913,-70.30403958286611,-32.89320693016054,2012,2010,2012,38_636,12,Grassland,2012,0,49,0.044690271078936306,True
U015449,381198.6333229642,6356673.37070396,-70.27058405937774,-32.92173592190677,2012,2010,2012,38_636,12,Grassland,2012,0,53,0.05668268495224987,True
U015418,376466.27799691295,6357779.12797061,-70.32103714721907,-32.911239406075616,2013,2011,2013,38_636,66,Shrubland,2013,0,58,0.18270150368312607,True
U015419,376594.1100346238,6355631.916872798,-70.31995793678396,-32.93061758914853,2013,2011,2013,38_636,66,Shrubland,2013,0,54,0.11967340090815143,True
U015420,375248.0473069832,6356331.239696648,-70.33425747504916,-32.92415819479089,2013,2011,2013,38_636,66,Shrubland,2013,0,67,0.09055807351170446,True
U015421,377238.0931235448,6364712.651826936,-70.31186385852065,-32.84879859395176,2013,2011,2013,38_636,66,Shrubland,2013,0,40,0.4127944170154506,False
U015422,379879.6329390812,6363461.8249724135,-70.28380438720782,-32.8603716755092,2013,2011,2013,38_636,66,Shrubland,2013,0,41,0.1300394274155699,True
U015423,376047.9417654657,6358937.817134826,-70.3253539889595,-32.90074289024445,2013,2011,2013,38_636,66,Shrubland,2013,0,55,0.27260492289302307,True
U015424,378041.0867983768,6363081.167988479,-70.30349997764856,-32.863601372688024,2013,2011,2013,38_636,66,Shrubland,2013,0,49,0.49178276679969907,False
U015425,380772.24228209344,6358548.396338403,-70.27490090111817,-32.904780011717975,2013,2011,2013,38_636,66,Shrubland,2013,0,62,0.1311978958374616,True
U015426,379587.7261573725,6358414.627929084,-70.2875816237307,-32.90585657744425,2013,2011,2013,38_636,60,Secondary Forest,2013,0,54,0.20093800742918277,True
U015427,380314.543742076,6356752.206268113,-70.28002715068494,-32.920928497612074,2013,2011,2013,38_636,59,Primary Forest,2013,0,56,0.20205736205851685,True
U015428,378120.5109553563,6358695.046638412,-70.30323017503979,-32.90316516312856,2013,2011,2013,38_636,12,Grassland,2013,0,55,0.20624377388585194,True
U015429,383064.0112429529,6361082.704919214,-70.25007906111067,-32.882172131466234,2013,2011,2013,38_636,12,Grassland,2013,0,51,0.07478395902819476,True
U015430,377156.4140450424,6359100.90730189,-70.31348267417331,-32.899397183086606,2013,2011,2013,38_636,3,Forest,2013,0,65,0.507079416978178,False
U015431,384654.3425715445,6358922.844840519,-70.23335129936649,-32.901819455970724,2013,2011,2013,38_636,12,Grassland,2013,0,63,0.10667777935100954,True
U015432,379545.1144627291,6361905.8652003575,-70.2875816237307,-32.874367029950754,2013,2011,2013,38_636,12,Grassland,2013,0,39,0.1108852545136222,True
U015433,384935.78057081776,6362925.146386968,-70.22984386545238,-32.86575450414057,2013,2011,2013,38_636,12,Grassland,2013,0,44,0.061743135458262946,True
U015466,379367.28236571583,6369934.00477622,-70.28843571235821,-32.80194710178032,2012,2010,2012,38_637,66,Shrubland,2012,0,35,0.0330982533628112,True
U015467,378067.6480183643,6366843.98612208,-70.30272021185976,-32.829670258803866,2012,2010,2012,38_637,66,Shrubland,2012,0,45,0.07199779161267156,True
U015468,376939.8003740194,6366233.100093593,-70.31484856049316,-32.83505339609,2012,2010,2012,38_637,66,Shrubland,2012,0,42,0.04513907429915632,True
U015469,380967.32556612097,6371206.867358134,-70.27118650541293,-32.79064251347946,2012,2010,2012,38_637,66,Shrubland,2012,0,43,0.06664879447361317,True
U015470,382337.7623562012,6372715.487897204,-70.25636296819432,-32.77718467026415,2012,2010,2012,38_637,66,Shrubland,2012,0,42,0.08315946216502892,True
U015471,379459.5430546303,6374799.905923391,-70.28681859920708,-32.7580745328984,2012,2010,2012,38_637,66,Shrubland,2012,0,47,0.04101113362587733,True
U015472,376148.1086364062,6371028.396786604,-70.32266460739024,-32.791719140936685,2012,2010,2012,38_637,66,Shrubland,2012,0,55,0.06358485221603602,True
U015473,376715.2577487502,6370080.410565903,-70.3167351925028,-32.800332160594486,2012,2010,2012,38_637,66,Shrubland,2012,0,54,0.053648610375757404,True
U015474,376124.6053981957,6372908.38197627,-70.32266460739024,-32.77476225848539,2012,2010,2012,38_637,66,Shrubland,2012,0,53,0.0768160269678035,True
U015475,377314.0233551845,6372684.412968715,-70.3099972210398,-32.77691551339984,2012,2010,2012,38_637,66,Shrubland,2012,0,54,0.08134824420312967,True
U015476,378252.5817260418,6368219.163250296,-70.3005640609916,-32.81728904304578,2012,2010,2012,38_637,66,Shrubland,2012,0,41,0.04473864521371085,True
U015477,378297.7457894226,6374815.561979488,-70.29921646669901,-32.75780537603409,2012,2010,2012,38_637,66,Shrubland,2012,0,48,0.08342101978726929,True
U015478,381666.71652194863,6367603.988192424,-70.2641790150914,-32.82321049406052,2012,2010,2012,38_637,66,Shrubland,2012,0,31,0.07525717648522524,True
U015479,375067.0430612871,6374685.852429888,-70.33371488058955,-32.75861284662701,2012,2010,2012,38_637,12,Grassland,2012,0,46,0.05689182336946191,True
U015480,378768.2054677472,6365270.779999394,-70.29544320267972,-32.843935572612104,2012,2010,2012,38_637,12,Grassland,2012,0,38,0.07181462643650263,True
U015481,375015.7692560422,6366746.197178239,-70.33533199374068,-32.83020857253248,2012,2010,2012,38_637,3,Forest,2012,0,50,0.1190415032486965,True
U015450,378503.800427712,6368311.787792862,-70.2978688724064,-32.81648157245286,2013,2011,2013,38_637,66,Shrubland,2013,0,44,0.046375224227188185,True
U015451,379959.2923553331,6368986.149850883,-70.28223677861224,-32.81056012143812,2013,2011,2013,38_637,66,Shrubland,2013,0,47,0.05708503050556951,True
U015452,376910.4741899864,6370620.061476773,-70.31457904163464,-32.795487337036974,2013,2011,2013,38_637,66,Shrubland,2013,0,52,0.0590661713876933,True
U015453,380989.0970406093,6367297.406553511,-70.27145602427144,-32.82590206270358,2013,2011,2013,38_637,66,Shrubland,2013,0,35,0.06980358824297729,True
U015454,375958.354032909,6368041.439112577,-70.32509027711691,-32.81863482736731,2013,2011,2013,38_637,66,Shrubland,2013,0,60,0.16982764630583225,True
U015455,378722.85839105176,6371030.41307253,-70.2951736838212,-32.79198829780099,2013,2011,2013,38_637,66,Shrubland,2013,0,52,0.04048605138546854,True
U015456,377094.2368603618,6372084.7784336,-70.31242289076648,-32.782298650685966,2013,2011,2013,38_637,66,Shrubland,2013,0,57,0.040957844584130994,True
U015457,380372.7713385755,6372363.666198213,-70.27738543915889,-32.78014539577151,2013,2011,2013,38_637,66,Shrubland,2013,0,54,0.051416395389346496,True
U015458,378238.4962602834,6365264.269147871,-70.30110309870864,-32.843935572612104,2013,2011,2013,38_637,66,Shrubland,2013,0,40,0.1433477241982637,True
U015459,378970.43672882346,6369362.0981,-70.29274801409453,-32.80706108220214,2013,2011,2013,38_637,66,Shrubland,2013,0,47,0.27824444487857874,True
U015460,377017.3350247287,6368114.350142518,-70.31377048505908,-32.8180965136387,2013,2011,2013,38_637,66,Shrubland,2013,0,52,0.040475673954980036,True
U015461,384433.4714606197,6374859.114353878,-70.23372338407866,-32.7580745328984,2013,2011,2013,38_637,66,Shrubland,2013,0,50,0.0553489864675835,True
U015462,381327.9272272124,6374822.439324688,-70.26687420367661,-32.7580745328984,2013,2011,2013,38_637,66,Shrubland,2013,0,52,0.05993047214380952,True
U015463,375530.7463815926,6371945.877362795,-70.32913305999472,-32.78337527814319,2013,2011,2013,38_637,12,Grassland,2013,0,60,0.03622304784458452,True
U015464,375038.7398633432,6372924.596094646,-70.3342539183066,-32.77449310162108,2013,2011,2013,38_637,12,Grassland,2013,0,46,0.06121400410609805,True
U015465,375153.21668424393,6369851.916121719,-70.33344536173104,-32.80221625864463,2013,2011,2013,38_637,3,Forest,2013,0,59,0.1240038671754744,True
U015482,380242.1915531101,6376452.555536494,-70.27825238618598,-32.74325564827602,2014,2012,2014,38_638,66,Shrubland,2014,0,54,0.03924428207228285,True
U015483,381985.6331846632,6376234.671750695,-70.25967507693237,-32.74540902642242,2014,2012,2014,38_638,66,Shrubland,2014,0,63,0.16322435940347185,True
U015484,383811.1123831332,6379778.065807569,-70.23975158584878,-32.71364669876297,2014,2012,2014,38_638,66,Shrubland,2014,0,49,0.04376673218780201,True
U015485,377329.3507151887,6381461.10690374,-70.30867609554335,-32.69776553493325,2014,2012,2014,38_638,66,Shrubland,2014,0,65,0.05087372305967234,True
U015486,377594.7621244034,6384508.745222075,-70.30544525915143,-32.6703099635666,2014,2012,2014,38_638,66,Shrubland,2014,0,66,0.1120580451404461,True
U015487,380750.9632704546,6384517.223396425,-70.27179071340211,-32.670579135834906,2014,2012,2014,38_638,66,Shrubland,2014,0,45,0.052487344457739026,True
U015488,375573.893528547,6384573.221562743,-70.32698416843097,-32.669502446761705,2014,2012,2014,38_638,12,Grassland,2014,0,51,0.04454220573104011,True
U015489,380106.3650522177,6381435.296747072,-70.27906009528397,-32.69830387946985,2014,2012,2014,38_638,11,Wetland,2014,0,47,0.2502302910271973,True
U015490,385007.1652595954,6381105.203596706,-70.22682824028105,-32.70180311895776,2020,2018,2020,38_638,66,Shrubland,2020,0,70,0.09360601057411523,True
U015491,379151.8551762425,6383124.992155919,-70.28902184082577,-32.68296106017672,2020,2018,2020,38_638,66,Shrubland,2020,0,77,0.04764658026490883,True
U015492,377505.9740958224,6377374.259719936,-70.30732991371339,-32.73464213569041,2020,2018,2020,38_638,66,Shrubland,2020,0,82,0.07199500584804622,True
U015493,380242.62810582446,6380601.2377674375,-70.277713913454,-32.70584070298226,2020,2018,2020,38_638,66,Shrubland,2020,0,66,0.03216198079558371,True
U015494,377145.88559364295,6379966.496684086,-70.3108299864713,-32.711224148348265,2020,2018,2020,38_638,66,Shrubland,2020,0,89,0.1472666011106653,True
U015495,377814.48482616176,6378959.9486984,-70.30382984095546,-32.720376005470484,2020,2018,2020,38_638,66,Shrubland,2020,0,87,0.19747172346473546,True
U015496,376614.8775362357,6382079.049068875,-70.3162147137912,-32.692112917298935,2020,2018,2020,38_638,12,Grassland,2020,0,86,0.04492959738153106,True
U015497,382262.7651038868,6382654.92028303,-70.25590576780844,-32.68753698873783,2020,2018,2020,38_638,11,Wetland,2020,0,61,0.22521364717748757,True
U015506,377048.13120434846,6390144.496620556,-70.310532169652,-32.61942303868455,2012,2010,2012,38_639,66,Shrubland,2012,0,50,0.03547134674107275,True
U015507,381113.293742806,6392969.627616476,-70.26685251243305,-32.594388587826096,2012,2010,2012,38_639,66,Shrubland,2012,0,35,0.06737208019921512,True
U015508,385040.5094171558,6386001.539086418,-70.22586913035106,-32.65764768408133,2012,2010,2012,38_639,66,Shrubland,2012,0,40,0.05253179412641944,True
U015509,379150.4810988815,6385782.542667893,-70.28869234104252,-32.658993622299526,2012,2010,2012,38_639,66,Shrubland,2012,0,46,0.04550955770179909,True
U015510,381213.0181390598,6390971.026926041,-70.26604362989195,-32.61242415994993,2012,2010,2012,38_639,66,Shrubland,2012,0,42,0.07754908301075343,True
U015511,378242.8274885027,6387622.070411281,-70.29812930402193,-32.64230398839389,2012,2010,2012,38_639,66,Shrubland,2012,0,43,0.08014490780545563,True
U015512,375465.7174721844,6385170.005781239,-70.32805795804232,-32.66410818752868,2012,2010,2012,38_639,12,Grassland,2012,0,46,0.0539673078877059,True
U015513,381176.0639663356,6394074.733445879,-70.26604362989195,-32.58442864501144,2012,2010,2012,38_639,11,Wetland,2012,0,35,0.08177862849513198,True
U015498,376026.1985140613,6390937.745748737,-70.3213172701999,-32.61215497230629,2021,2019,2021,38_639,66,Shrubland,2021,0,86,0.058864902452117625,True
U015499,380757.9579657526,6393054.931042279,-70.2706272976248,-32.59358102489518,2021,2019,2021,38_639,66,Shrubland,2021,0,84,0.05934847570468022,True
U015500,377272.9321054941,6388326.526305748,-70.30837514954243,-32.63584348494655,2021,2019,2021,38_639,66,Shrubland,2021,0,98,0.046648914003280514,True
U015501,378561.2445155494,6386402.183824256,-70.29489377385757,-32.6533406817831,2021,2019,2021,38_639,66,Shrubland,2021,0,89,0.36874527721270783,False
U015502,377009.4458733022,6387129.3454700485,-70.3113410521931,-32.64661099069212,2021,2019,2021,38_639,66,Shrubland,2021,0,93,0.08896053864512773,True
U015503,378427.1413463185,6391176.23886296,-70.29570265639865,-32.610270658800815,2021,2019,2021,38_639,66,Shrubland,2021,0,90,0.08418953176873158,True
U015504,375167.7472877017,6386748.249498718,-70.331023860693,-32.64984124241579,2021,2019,2021,38_639,12,Grassland,2021,0,81,0.037605585160040464,True
U015505,380922.98882874695,6394071.718158407,-70.26873990502892,-32.58442864501144,2021,2019,2021,38_639,11,Wetland,2021,0,67,0.27711430625741545,True
U015514,378168.2314979148,6399591.189702205,-70.29736822340344,-32.53435047761854,2006,2004,2006,38_640,66,Shrubland,2006,0,79,0.058712102584518894,True
U015515,383797.627753575,6400643.1743707415,-70.23730388237956,-32.52546677893498,2006,2004,2006,38_640,66,Shrubland,2006,0,81,0.05786874621702683,True
U015516,379257.0112471219,6399514.843988772,-70.28578631011185,-32.535158086589774,2006,2004,2006,38_640,66,Shrubland,2006,0,72,0.06746243000319978,True
U015517,381619.2063211957,6400856.430142043,-70.26046770896276,-32.523313155011685,2006,2004,2006,38_640,66,Shrubland,2006,0,71,0.07213338591532598,True
U015518,376810.36844690086,6398917.869716771,-70.31191295172312,-32.54027294340758,2006,2004,2006,38_640,66,Shrubland,2006,0,64,0.06528753060142098,True
U015519,379903.5766610096,6400447.949836981,-70.27878329277273,-32.52681279388703,2006,2004,2006,38_640,66,Shrubland,2006,0,65,0.06453229969023595,True
U015520,376374.4653886262,6395300.681332862,-70.31703054131708,-32.57284650524732,2006,2004,2006,38_640,12,Grassland,2006,0,68,0.045433941264322535,True
U015521,377216.90372518025,6396714.004494494,-70.3078727494121,-32.560193964698,2006,2004,2006,38_640,11,Wetland,2006,0,71,0.08818722734688757,True
U015522,382504.6457928573,6400866.865441229,-70.25104057023704,-32.523313155011685,2026,2024,2026,38_640,66,Shrubland,2024,-2,78,0.8782839889547821,False
U015523,376147.2737666916,6395268.016913204,-70.31945466270369,-32.57311570823773,2026,2024,2026,38_640,66,Shrubland,2024,-2,66,0.0957589585561105,True
U015524,381144.21074694494,6400373.217223347,-70.26558529855673,-32.52762040285826,2026,2024,2026,38_640,66,Shrubland,2024,-2,74,0.06516901204320485,True
