run_id,target,kfold5_block20,kfold5_random,kfold5_window,gap_vs_owner,gap_vs_block20
RF03_curve-topo-area_kndvi,pcoa1_pa,0.4715288519355942,0.5938056050232633,0.5576713838735978,0.03613422114966547,0.12227675308766911
RF01_lsp-topo-area_savi,pcoa1_pa,0.457133538729561,0.5865829040480106,0.5507348681742164,0.03584803587379426,0.12944936531844964
RF01_lsp-topo-area_kndvi,pcoa1_pa,0.4772849583387157,0.5993495666485248,0.5635962941633791,0.035753272485145704,0.12206460830980909
RF03_curve-topo-area_nbr,pcoa2_cover,0.1772839347318006,0.3297287693024046,0.2946479867888916,0.03508078251351299,0.15244483457060398
RF01_lsp-topo-area_kndvi,pcoa1_cover,0.3076472141155236,0.3972167139693722,0.3623700786687797,0.03484663530059251,0.0895694998538486
RF01_lsp-topo-area_ndvi,pcoa2_cover,0.1418802439502435,0.3531231961164994,0.318794638518684,0.03432855759781539,0.21124295216625588
RF01_lsp-topo-area_nbr,lcbd_cover,0.1801402458464143,0.3389256576332286,0.3051038009675578,0.033821856665670835,0.15878541178681432
RF03_curve-topo-area_savi,lcbd_pa,0.3450248120942579,0.5164226019201559,0.482621563700315,0.03380103821984087,0.17139778982589798
RF03_curve-topo-area_ndvi,pcoa1_pa,0.4562024573497501,0.588566496516337,0.5550690310309505,0.03349746548538646,0.13236403916658684
RF06_curve_all-topo-area,pcoa2_cover,0.1570665795157163,0.3729369245034027,0.3398792978492773,0.03305762665412543,0.21587034498768642
RF01_lsp-topo-area_ndvi,pcoa2_pa,0.350229618940691,0.5008438009651806,0.4681628776315876,0.03268092333359296,0.15061418202448956
RF03_curve-topo-area_nbr,lcbd_cover,0.1992053482380735,0.3227431120851105,0.2900960794912419,0.032647032593868586,0.12353776384703696
RF03_curve-topo-area_kndvi,pcoa2_pa,0.3369147147161116,0.5107318227958805,0.478171925366476,0.03255989742940446,0.17381710807976886
RF01_lsp-topo-area_evi,pcoa1_cover,0.2955103598972274,0.400736533296482,0.3682969329498051,0.03243960034667692,0.10522617339925461
RF03_curve-topo-area_kndvi,pcoa2_cover,0.1765703315892408,0.3591952236260651,0.3269437147559844,0.032251508870080714,0.1826248920368243
RF03_curve-topo-area_nbr,hill_q2,0.1852206998197202,0.3185204370625931,0.2868916601926517,0.031628776869941366,0.1332997372428729
RF03_curve-topo-area_nbr,hill_q1,0.1971269813435435,0.408693397288236,0.3772152067718856,0.031478190516350424,0.2115664159446925
RF06_curve_all-topo-area,pcoa1_cover,0.3160399171862071,0.4024224083428175,0.3718235699368353,0.03059883840598221,0.0863824911566104
RF03_curve-topo-area_savi,pcoa1_pa,0.4525288676368044,0.6032282424738522,0.5727479025787209,0.030480339895131325,0.15069937483704782
RF03_curve-topo-area_ndvi,pcoa2_pa,0.3445292545558291,0.5061587496702084,0.4762429576466398,0.029915792023568533,0.16162949511437924
B03_coords,lcbd_cover,0.257273391750215,0.4411129465820534,0.411305849841959,0.029807096740094408,0.1838395548318384
MLP02_curve_kndvi,lcbd_cover,0.232168886571302,0.3525457520761667,0.3239859664010736,0.028559785675093097,0.12037686550486468
RF03_curve-topo-area_savi,hill_q2,0.1359411868272836,0.3256304202703613,0.2975220829557535,0.028108337314607823,0.18968923344307773
MLP02_curve_kndvi,hill_q2,0.1625169502125585,0.3683760263309482,0.3406243946508192,0.027751631680129007,0.2058590761183897
RF03_curve-topo-area_evi,lcbd_cover,0.2514424348026911,0.3192227556459364,0.2918493273423759,0.027373428303560488,0.06778032084324531
RF01_lsp-topo-area_savi,pcoa1_cover,0.2863848677763558,0.3879289274015165,0.3608035476576732,0.027125379743843325,0.10154405962516072
RF03_curve-topo-area_evi,pcoa1_pa,0.467518038233548,0.6007160998005164,0.5737832742348173,0.026932825565699092,0.13319806156696845
RF03_curve-topo-area_evi,lcbd_pa,0.3555524640918354,0.5132719499743085,0.4866023038494684,0.026669646124840074,0.1577194858824731
RF03_curve-topo-area_ndvi,pcoa2_cover,0.1745574782887421,0.3489132840374688,0.3222663850870462,0.026646898950422604,0.1743558057487267
RF03_curve-topo-area_savi,lcbd_cover,0.2497566593752457,0.3196668804889828,0.2936105215577653,0.026056358931217494,0.0699102211137371
RF03_curve-topo-area_kndvi,hill_q2,0.2261761704515875,0.3578305456893793,0.3321543728392534,0.025676172850125856,0.13165437523779178
RF03_curve-topo-area_ndvi,pcoa1_cover,0.307080564531083,0.3884864487823574,0.3628781650136519,0.025608283768705498,0.08140588425127437
MLP02_curve_kndvi,lcbd_pa,0.3487510899922574,0.4746364417870318,0.4492614212174939,0.025375020569537887,0.1258853517947744
MLP02_curve_kndvi,pcoa1_pa,0.4251776990791425,0.5407473025052806,0.5155094742802578,0.02523782822502274,0.11556960342613809
RF03_curve-topo-area_ndvi,hill_q2,0.2078731250347865,0.3489884494123988,0.3238744896083672,0.025113959804031638,0.14111532437761232
RF01_lsp-topo-area_savi,hill_q2,0.105164375880646,0.2658807667659081,0.2409819741981207,0.024898792567787403,0.1607163908852621
RF03_curve-topo-area_evi,pcoa1_cover,0.3300533333627184,0.4135654744601054,0.3888252618923357,0.024740212567769704,0.08351214109738697
RF01_lsp-topo-area_kndvi,pcoa2_cover,0.1476681568217498,0.3442994774866181,0.3200851545635477,0.024214322923070408,0.1966313206648683
MLP02_curve_kndvi,pcoa1_cover,0.2946466779217295,0.3694552647004014,0.3453743279191872,0.0240809367812142,0.07480858677867191
RF01_lsp-topo-area_ndvi,lcbd_pa,0.301280254993485,0.5015455259645468,0.4783345077397323,0.023211018224814528,0.20026527097106184
RF01_lsp-topo-area_kndvi,pcoa2_pa,0.3596774418212425,0.5089863035919105,0.486542151598456,0.022444151993454564,0.14930886177066804
