run_id,family,features,index,substrate,fusion,model,facet,n_targets,R2,R2_min,R2_max,nRMSE,nBias,nBias_abs,spearman
RF03_curve-topo-area_nbr,RF,curve+topo+area,nbr,,none,RF,alpha,3,0.43900989288846654,0.28689166019265167,0.6529228117008623,0.14844197188512462,-0.015006136887532042,0.015006136887532042,0.6422915830724002
RF03_curve-topo-area_ndvi,RF,curve+topo+area,ndvi,,none,RF,alpha,3,0.43813063139814057,0.3238744896083672,0.589385638428145,0.14972403431155526,-0.013684662027463977,0.013684662027463977,0.6471417172177772
RF03_curve-topo-area_savi,RF,curve+topo+area,savi,,none,RF,alpha,3,0.4368414309752772,0.29752208295575344,0.6287266702970596,0.14919156038384987,-0.015785641935589914,0.015785641935589914,0.6270268436396513
RF04_lsp-curve-topo-area_nbr,RF,lsp+curve+topo+area,nbr,,none,RF,alpha,3,0.43540472660982515,0.27353531968341604,0.6527031322608142,0.14883175625720427,-0.01621327006059444,0.01621327006059444,0.6348607627950352
MLP02_curve_ndvi,MLP,curve,ndvi,tabular,late,MLP-B,alpha,3,0.43506988452639267,0.33217518550502145,0.5678316080729408,0.15040816833936674,-0.002812507307956301,0.002812507307956301,0.6282043589286058
C2D02_serpentine_kndvi_noaug,C2D,topo+area,kndvi,serpentine,late,C2D-B,alpha,3,0.4336522994368072,0.35248481132241,0.5378269873077689,0.15099695457940535,-0.0019220464621248765,0.003256665480878332,0.6247620906802704
RF06_curve_all-topo-area,RF,curve_all+topo+area,,,none,RF,alpha,3,0.4313293788578704,0.304357544515966,0.5962452535824715,0.15041480116609277,-0.015615537608528698,0.015615537608528698,0.6468996636698802
RF04_lsp-curve-topo-area_ndvi,RF,lsp+curve+topo+area,ndvi,,none,RF,alpha,3,0.4311865254505058,0.31017582780077785,0.5898824727137612,0.15054787000991646,-0.015486903764457332,0.015486903764457332,0.6408276881394119
RF04_lsp-curve-topo-area_evi,RF,lsp+curve+topo+area,evi,,none,RF,alpha,3,0.4309288011334194,0.2891453179064613,0.6278354121565544,0.14991875049859513,-0.0175776567487837,0.0175776567487837,0.6359347554705989
MLP02_curve_kndvi,MLP,curve,kndvi,tabular,late,MLP-B,alpha,3,0.42949780035906393,0.3406243946508192,0.5458371030740158,0.15134992775403697,-0.001031015190360759,0.003044948964649113,0.6325393523528243
MLP03_lsp-curve-qc_kndvi,MLP,lsp+curve+qc,kndvi,tabular,late,MLP-B,alpha,3,0.42878549383829206,0.31128345165806137,0.5729144755904121,0.1509655730967656,-0.002317369087178075,0.0038793367540712474,0.6290600204618445
RF01_lsp-topo-area_nbr,RF,lsp+topo+area,nbr,,none,RF,alpha,3,0.4286506762366267,0.27753312662639956,0.641521099171491,0.14991464440700553,-0.01698327514895711,0.01698327514895711,0.6266302831616432
RF02_lsp-qc-topo-area_nbr,RF,lsp+qc+topo+area,nbr,,none,RF,alpha,3,0.4271893590607471,0.2745780915890455,0.6389252698561266,0.15013191082876068,-0.016930161028485127,0.016930161028485127,0.6219708122467686
RF01_lsp-topo-area_kndvi,RF,lsp+topo+area,kndvi,,none,RF,alpha,3,0.42621587727056093,0.2955786460835946,0.6083686054402752,0.15085688643496237,-0.016407473405326136,0.016407473405326136,0.6439143902627849
MLP05a_curve_kndvi,MLP,curve,kndvi,tabular,late,MLP-A,alpha,3,0.4239298674846639,0.33254747645042654,0.5382958779212551,0.15209323442167685,-0.007793914790338648,0.007793914790338648,0.6337349564094817
RF04_lsp-curve-topo-area_savi,RF,lsp+curve+topo+area,savi,,none,RF,alpha,3,0.4228385112527156,0.27993662132241315,0.6240784401812663,0.15096132573612817,-0.01741592419712346,0.01741592419712346,0.630360970926815
RF02_lsp-qc-topo-area_kndvi,RF,lsp+qc+topo+area,kndvi,,none,RF,alpha,3,0.42176100989092236,0.28928543070649004,0.6081548524419323,0.15139611996310867,-0.01656345055410404,0.01656345055410404,0.6364504543151137
RF01_lsp-topo-area_ndvi,RF,lsp+topo+area,ndvi,,none,RF,alpha,3,0.4197756906271371,0.292135893874426,0.6064630515344492,0.15168630167631994,-0.01666101202189243,0.01666101202189243,0.6381205493249298
C2D01_reshape_nbr,C2D,topo+area,nbr,reshape,late,C2D-B,alpha,3,0.41608283398296525,0.3020885966124292,0.574628883403964,0.15261716082093282,-0.0028738729178268106,0.0028738729178268106,0.6189671022166175
C2D02_serpentine_kndvi_mixup,C2D,topo+area,kndvi,serpentine,late,C2D-B,alpha,3,0.4150107438516917,0.3184401395190416,0.546382331588989,0.1531727115540301,-0.005288873515171808,0.005288873515171808,0.6128997538851065
RF02_lsp-qc-topo-area_ndvi,RF,lsp+qc+topo+area,ndvi,,none,RF,alpha,3,0.4137299965266589,0.2833328454944543,0.6037330464767982,0.1524482190229514,-0.017047696898069453,0.017047696898069453,0.6325137105688746
C2D07_hilbert_kndvi_calendar,C2D,topo+area,kndvi,hilbert,late,C2D-B,alpha,3,0.41304474279389725,0.3153137516344349,0.5431203387340413,0.15343895909540664,-0.005646867722003218,0.005646867722003218,0.6168989576981322
RF05_lsp_all-topo-area,RF,lsp_all+topo+area,,,none,RF,alpha,3,0.4118403365874726,0.2620732188055545,0.6208327879629428,0.15230787741584545,-0.018118361529860103,0.018118361529860103,0.6292130149999077
MLP02_curve_evi,MLP,curve,evi,tabular,late,MLP-B,alpha,3,0.4088408308349869,0.28316093102993595,0.5703488013594105,0.1534881613738642,-0.0044268234217540925,0.0044268234217540925,0.6250986252807894
MLP04_curve_all,MLP,curve_all,,tabular,late,MLP-A,alpha,3,0.40787026713687763,0.3075315268536571,0.5157358168772737,0.15431376836658037,-0.009278647602263015,0.009278647602263015,0.6449834289713084
MLP01_lsp_ndvi,MLP,lsp,ndvi,tabular,late,MLP-B,alpha,3,0.4070326480266598,0.27869431415328694,0.5741793172144285,0.15366681781817257,-0.006643511157720476,0.006643511157720476,0.6116693417338834
